SurveyID,SiteID,StartDate,EndDate,Quadrat,NumTraps
523,2,8/8/03,8/9/03,2,49
524,4,8/3/04,8/4/04,1,49
525,4,8/3/04,8/4/04,2,49
526,11,8/4/04,8/5/04,1,49
527,13,8/5/04,8/6/04,1,49
528,13,8/5/04,8/6/04,2,49
529,17,8/3/04,8/4/04,1,49
530,17,8/3/04,8/4/04,2,49
532,2,7/6/04,7/7/04,1,49
533,2,7/6/04,7/7/04,2,49
534,15,7/7/04,7/8/04,1,49
535,15,7/7/04,7/8/04,2,49
536,1,7/13/04,7/14/04,1,49
537,1,7/13/04,7/14/04,2,49
538,18,7/13/04,7/14/04,1,49
539,18,7/13/04,7/14/04,2,49
540,19,7/18/04,7/19/04,1,49
541,19,7/18/04,7/19/04,2,49
542,20,7/19/04,7/20/04,1,49
543,20,7/19/04,7/20/04,2,49
544,14,7/28/04,7/29/04,1,49
545,14,7/28/04,7/29/04,2,49
546,16,7/30/04,7/31/04,1,49
547,16,7/30/04,7/31/04,2,49
548,1,6/29/05,6/30/05,1,49
549,1,6/29/05,6/30/05,2,49
550,18,6/29/05,6/30/05,1,49
551,18,6/29/05,6/30/05,2,49
552,14,7/1/05,7/2/05,1,49
553,14,7/1/05,7/2/05,2,49
555,15,7/1/05,7/2/05,1,49
556,15,7/1/05,7/2/05,2,49
557,7,7/6/05,7/7/05,1,49
558,7,7/6/05,7/7/05,2,49
559,6,7/6/05,7/7/05,1,49
560,6,7/6/05,7/7/05,2,49
561,4,7/12/05,7/13/05,1,49
562,4,7/12/05,7/13/05,2,49
563,2,7/12/05,7/13/05,1,49
564,2,7/12/05,7/13/05,2,49
566,13,7/14/05,7/15/05,1,49
567,13,7/14/05,7/15/05,2,49
568,19,7/19/05,7/20/05,1,49
569,19,7/19/05,7/20/05,2,49
570,11,7/21/05,7/22/05,1,49
571,20,7/21/05,7/23/05,1,49
572,20,7/21/05,7/23/05,2,49
573,16,7/24/05,7/25/05,1,49
574,16,7/24/05,7/25/05,2,49
575,17,7/26/05,7/28/05,1,49
576,17,7/26/05,7/28/05,2,49
578,10,8/7/05,8/10/05,1,49
579,10,8/7/05,8/10/05,2,49
580,8,8/13/05,8/14/05,1,49
584,6,7/8/06,7/9/06,1,49
585,6,7/8/06,7/9/06,2,49
586,7,7/8/06,7/9/06,1,49
587,7,7/8/06,7/9/06,2,49
588,20,6/28/06,6/29/06,1,49
589,20,6/28/06,6/29/06,2,49
591,4,7/12/06,7/13/06,1,49
592,4,7/12/06,7/13/06,2,49
593,1,7/14/06,7/15/06,1,49
594,1,7/14/06,7/15/06,2,49
595,18,7/14/06,7/15/06,1,49
596,18,7/14/06,7/15/06,2,49
597,15,7/19/06,7/20/06,1,49
598,15,7/19/06,7/20/06,2,49
599,10,7/20/06,7/21/06,1,49
600,10,7/20/06,7/21/06,2,49
601,19,7/21/06,7/22/06,1,49
602,19,7/21/06,7/22/06,2,49
603,2,7/22/06,7/23/06,1,49
604,2,7/22/06,7/23/06,2,49
605,14,7/25/06,7/26/06,1,49
606,14,7/25/06,7/26/06,2,49
607,11,7/28/06,7/29/06,1,49
608,8,8/3/06,8/4/06,1,49
609,16,8/2/06,8/3/06,1,49
610,16,8/2/06,8/3/06,2,49
611,17,8/9/06,8/10/06,1,49
612,17,8/9/06,8/10/06,2,49
613,13,8/22/06,8/23/06,1,49
614,13,8/22/06,8/23/06,2,49
616,10,8/8/07,8/9/07,1,49
617,10,8/8/07,8/9/07,2,49
619,54,7/19/06,7/20/06,1,49
620,54,8/15/07,8/16/07,1,49
621,14,8/28/07,8/29/07,1,49
622,14,8/28/07,8/29/07,2,49
623,8,8/30/07,8/31/07,1,49
624,15,7/2/08,7/3/08,1,49
625,15,7/2/08,7/3/08,2,49
626,14,7/15/08,7/16/08,1,49
627,14,7/15/08,7/16/08,2,49
628,54,7/15/08,7/16/08,1,49
629,20,7/17/08,7/18/08,1,49
630,20,7/17/08,7/18/08,2,49
631,10,7/24/08,7/25/08,1,49
632,10,7/24/08,7/25/08,2,49
633,19,7/31/08,8/1/08,1,49
634,19,7/31/08,8/1/08,2,49
635,1,8/18/08,8/19/08,1,49
636,1,8/18/08,8/19/08,2,49
637,13,8/18/08,8/19/08,1,49
638,13,8/18/08,8/19/08,2,49
639,15,7/1/09,7/2/09,1,49
641,15,7/1/09,7/2/09,2,49
642,19,7/9/09,7/10/09,1,49
643,19,7/9/09,7/10/09,2,49
644,14,7/15/09,7/16/09,1,49
645,14,7/15/09,7/16/09,2,49
646,16,7/22/09,7/23/09,1,49
647,16,7/22/09,7/23/09,2,49
648,54,7/23/09,7/24/09,1,49
649,6,7/29/09,7/30/09,1,49
650,6,7/29/09,7/30/09,2,49
651,7,7/29/09,7/30/09,1,49
652,7,7/29/09,7/30/09,2,49
653,20,7/31/09,8/1/09,1,49
654,20,7/31/09,8/1/09,2,49
655,10,8/7/09,8/8/09,1,49
656,10,8/7/09,8/8/09,2,49
657,8,8/12/09,8/13/09,1,49
658,15,7/7/10,7/8/10,1,49
659,15,7/7/10,7/8/10,2,49
660,10,7/23/10,7/24/10,1,49
661,10,7/23/10,7/24/10,2,49
662,19,7/20/10,7/21/10,1,49
663,19,7/20/10,7/21/10,2,49
664,14,7/23/10,7/24/10,1,49
665,14,7/23/10,7/24/10,2,49
666,16,7/27/10,7/28/10,1,49
667,16,7/27/10,7/28/10,2,49
668,54,7/29/10,7/30/10,1,49
669,20,8/3/10,8/4/10,1,49
670,20,8/3/10,8/4/10,2,49
671,17,8/12/10,8/13/10,1,49
672,17,8/12/10,8/13/10,2,49
673,8,8/30/10,8/31/10,1,49
674,20,6/28/11,6/29/11,1,49
675,20,6/28/11,6/29/11,2,49
676,54,7/6/11,7/7/11,1,49
677,14,7/12/11,7/13/11,1,49
678,14,7/12/11,7/13/11,2,49
679,15,7/19/11,7/20/11,1,49
680,15,7/19/11,7/20/11,2,49
681,19,7/21/11,7/22/11,1,49
682,19,7/21/11,7/22/11,2,49
683,8,7/27/11,7/28/11,1,49
684,10,8/2/11,8/3/11,1,49
685,10,8/2/11,8/3/11,2,49
686,4,8/11/11,8/12/11,1,49
687,4,8/11/11,8/12/11,2,49
688,16,8/30/11,8/31/11,1,49
689,16,8/30/11,8/31/11,2,49
691,55,9/21/11,9/22/11,1,49
692,1,6/27/12,6/28/12,1,49
693,1,6/27/12,6/28/12,2,49
694,13,6/27/12,6/28/12,1,49
695,13,6/27/12,6/28/12,2,49
696,14,7/12/12,7/14/12,1,49
697,14,7/12/12,7/14/12,2,49
698,20,7/18/12,7/19/12,1,49
699,20,7/18/12,7/19/12,2,49
700,4,7/24/12,7/25/12,1,49
701,4,7/24/12,7/25/12,2,49
702,10,7/25/12,7/26/12,1,49
703,10,7/25/12,7/26/12,2,49
704,6,7/27/12,7/28/12,1,49
705,6,7/27/12,7/28/12,2,49
706,7,7/27/12,7/28/12,1,49
707,7,7/27/12,7/28/12,2,49
708,16,7/31/12,8/1/12,1,49
709,16,7/31/12,8/1/12,2,49
710,8,8/5/12,8/6/12,1,49
711,19,8/9/12,8/10/12,1,49
712,19,8/9/12,8/10/12,2,49
713,20,6/28/13,6/29/13,1,49
714,20,6/28/13,6/29/13,2,49
715,16,7/9/13,7/10/13,1,49
716,16,7/9/13,7/10/13,2,49
717,14,7/11/13,7/12/13,2,49
719,14,7/11/13,7/12/13,1,49
720,10,7/16/13,7/17/13,1,49
721,10,7/16/13,7/17/13,2,49
722,4,7/18/13,7/19/13,1,49
723,4,7/18/13,7/19/13,2,49
724,6,7/23/13,7/24/13,1,49
725,6,7/23/13,7/24/13,2,49
726,19,7/25/13,7/27/13,1,49
727,19,7/25/13,7/27/13,2,49
728,13,7/30/13,7/31/13,1,49
729,13,7/30/13,7/31/13,2,49
730,1,7/30/13,7/31/13,1,49
731,1,7/30/13,7/31/13,2,49
733,62,8/1/13,8/2/13,2,49
734,11,8/1/13,8/2/13,1,49
735,15,8/4/13,8/5/13,1,49
736,15,8/4/13,8/5/13,2,49
737,17,8/6/13,8/7/13,1,49
738,17,8/6/13,8/7/13,2,49
739,8,8/15/13,8/16/13,1,49
740,14,7/9/14,7/11/14,1,49
741,14,7/9/14,7/11/14,2,49
742,15,7/16/14,7/17/14,1,49
743,15,7/16/14,7/17/14,2,49
744,20,7/22/14,7/23/14,1,49
745,20,7/22/14,7/23/14,2,49
746,4,7/25/14,7/26/14,1,49
747,4,7/25/14,7/26/14,2,49
748,13,7/30/14,7/31/14,1,49
749,13,7/30/14,7/31/14,2,49
750,1,7/30/14,7/31/14,1,49
751,1,7/30/14,7/31/14,2,49
752,6,8/1/14,8/2/14,1,49
754,6,8/1/14,8/2/14,2,49
755,17,8/8/14,8/10/14,1,49
756,17,8/8/14,8/10/14,2,49
757,10,8/7/14,8/9/14,1,49
758,10,8/7/14,8/9/14,2,49
759,11,8/12/14,8/14/14,1,49
760,7,8/12/14,8/14/14,1,49
761,7,8/14/14,8/16/14,2,49
762,14,6/24/15,6/27/15,1,49
763,14,6/24/15,6/27/15,2,49
764,19,7/17/15,7/20/15,1,49
765,19,7/17/15,7/20/15,2,49
766,4,7/22/15,7/23/15,1,49
767,4,7/22/15,7/23/15,2,49
768,1,7/30/15,7/31/15,1,49
769,1,7/30/15,7/31/15,2,49
770,10,9/29/15,9/30/15,1,49
771,10,9/29/15,9/30/15,2,49
772,6,10/8/15,10/9/15,1,49
773,6,10/8/15,10/9/15,2,49
774,13,10/23/15,10/24/15,1,49
775,13,10/23/15,10/24/15,2,49
776,16,10/28/15,10/29/15,1,49
777,16,10/28/15,10/29/15,2,49
779,4,7/6/16,7/7/16,1,49
780,4,7/6/16,7/7/16,2,49
781,13,7/20/16,7/21/16,1,49
782,13,7/20/16,7/21/16,2,49
783,6,7/22/16,7/23/16,1,49
784,6,7/22/16,7/23/16,2,49
785,10,7/26/16,7/27/16,1,49
786,10,7/26/16,7/27/16,2,49
787,19,7/26/16,7/27/16,1,49
788,19,7/26/16,7/27/16,2,49
789,7,8/16/16,8/17/16,1,49
790,7,8/16/16,8/17/16,2,49
791,20,8/24/16,8/25/16,1,49
792,20,8/24/16,8/25/16,2,49
793,14,8/31/16,9/3/16,1,49
794,14,8/31/16,9/3/16,2,49
795,15,6/7/17,6/8/17,1,49
796,15,6/7/17,6/8/17,2,49
797,4,7/6/17,7/7/17,1,49
798,4,7/6/17,7/7/17,2,49
799,6,7/12/17,7/13/17,1,49
800,6,7/12/17,7/13/17,2,49
801,14,7/15/17,7/17/17,1,49
802,14,7/15/17,7/16/17,2,49
803,1,7/26/17,7/27/17,1,49
804,1,7/26/17,7/27/17,2,49
805,10,8/16/17,8/17/17,1,49
806,10,8/16/17,8/17/17,2,49
807,63,8/25/17,8/26/17,1,49
808,63,8/25/17,8/26/17,2,49
809,20,7/7/15,7/8/15,1,49
810,20,7/7/15,7/8/15,2,49
812,2,6/29/18,6/30/18,1,49
813,2,6/29/18,6/30/18,2,49
814,20,7/13/18,7/14/18,1,49
815,20,7/13/18,7/14/18,2,49
816,14,7/17/18,7/18/18,1,49
817,14,7/17/18,7/18/18,2,49
818,13,7/19/18,7/20/18,1,49
819,13,7/19/18,7/20/18,2,49
820,19,7/28/18,7/29/18,1,49
821,19,7/28/18,7/29/18,2,49
822,7,7/31/18,8/1/18,1,49
823,7,7/31/18,8/1/18,2,49
824,11,8/8/18,8/9/18,1,49
825,6,8/15/18,8/16/18,1,49
826,6,8/15/18,8/16/18,2,49
827,4,8/28/18,8/29/18,1,49
828,4,8/28/18,8/29/18,2,49
829,10,8/23/18,8/24/18,1,49
830,10,8/23/18,8/24/18,2,49
831,16,9/6/18,9/7/18,1,49
832,16,9/6/18,9/7/18,2,49
833,8,9/18/18,9/19/18,1,49
836,40,9/21/11,9/22/11,2,49
837,14,6/20/19,6/22/19,1,49
838,14,6/20/19,6/22/19,2,49
839,6,7/3/19,7/4/19,1,49
840,6,7/3/19,7/4/19,2,49
841,4,7/16/19,7/17/19,1,49
842,4,7/16/19,7/17/19,2,49
844,1,7/28/19,7/29/19,1,49
845,1,7/28/19,7/29/19,2,49
847,18,8/9/19,8/10/19,1,49
848,18,8/9/19,8/10/19,2,49
849,15,8/12/19,8/14/19,1,49
850,15,8/12/19,8/14/19,2,49
851,10,8/20/19,8/21/19,1,49
852,10,8/20/19,8/21/19,2,49
853,17,8/23/19,8/24/19,1,49
854,17,8/23/19,8/24/19,2,49
855,4,6/30/20,7/1/20,1,49
856,4,6/30/20,7/1/20,2,49
857,16,7/2/20,7/3/20,1,49
858,16,7/2/20,7/3/20,2,49
859,20,7/15/20,7/16/20,1,49
860,20,7/15/20,7/16/20,2,49
861,6,7/29/20,7/30/20,1,49
863,6,7/29/20,7/30/20,2,49
864,13,8/12/20,8/13/20,1,49
865,13,8/12/20,8/13/20,2,49
866,1,8/20/20,8/21/20,1,49
867,1,8/20/20,8/21/20,2,49
868,14,5/12/20,5/14/20,1,49
869,14,5/12/20,5/14/20,2,49
870,1,8/5/21,8/6/21,1,49
871,4,7/8/21,7/9/21,1,49
872,4,7/8/21,7/9/21,2,49
873,13,7/13/21,7/15/21,1,49
874,13,7/13/21,7/15/21,2,49
875,16,7/20/21,7/21/21,2,49
876,16,7/20/21,7/21/21,1,49
877,14,7/22/21,7/23/21,2,49
879,14,7/22/21,7/23/21,1,49
880,6,7/29/21,7/30/21,1,49
881,6,7/29/21,7/30/21,2,49
882,1,8/5/21,8/6/21,2,49
883,10,9/9/21,9/10/21,2,49
884,10,9/9/21,9/10/21,1,49
885,4,7/27/22,7/28/22,1,49
886,4,7/27/22,7/28/22,2,49
887,14,7/19/22,7/20/22,1,49
888,14,7/19/22,7/20/22,2,49
889,13,7/13/22,7/14/22,1,49
890,13,7/13/22,7/14/22,2,49
891,6,7/29/22,7/30/22,1,49
892,6,7/29/22,7/30/22,2,49
893,10,8/4/22,8/5/22,2,49
894,10,8/4/22,8/5/22,1,49
895,15,9/14/23,9/15/23,1,49
896,14,9/14/23,9/15/23,2,49